,FIPS,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020,04-27-2020,04-28-2020,04-29-2020,04-30-2020,05-01-2020,05-02-2020,05-03-2020,05-04-2020
31,22071,7.721,4.346,3.29,4.966,4.612,4.507,4.42,7.916,5.199,4.045,4.5360000000000005,4.515,5.2,4.703,6.18,4.029,2.551,1.8359999999999999,1.232,1.2819999999999998,0.064,0.05,0.08800000000000001,0.062,0.132,0.188,0.348,0.057999999999999996,0.04,0.052000000000000005,0.065,0.10400000000000001,0.161,0.331,0.055999999999999994,0.04,0.043,0.076,0.078,0.11199999999999999,0.242,0.064,0.034,0.059000000000000004,0.14300000000000002,0.29600000000000004,0.22,0.446,0.040999999999999995,0.037000000000000005,0.79,0.6859999999999999,0.29100000000000004,0.816,0.26,0.064,0.433,0.5589999999999999,0.18600000000000003,1.926,2.104,1.666,0.645,0.667
32,21111,5.769,7.5,7.999,8.076,8.396,8.729,7.028,6.483,7.572,7.732,8.151,7.603,7.5520000000000005,4.018,2.6289999999999996,5.199,4.444,3.533,3.43,4.246,1.224,0.433,2.436,1.286,2.105,1.976,2.233,1.089,0.309,1.3980000000000001,1.0590000000000002,1.188,1.768,2.508,0.985,0.315,1.244,1.2990000000000002,1.344,1.348,2.074,1.092,0.040999999999999995,0.644,0.9129999999999999,1.354,1.724,1.661,1.254,0.084,2.373,3.123,1.6780000000000002,3.0980000000000003,0.915,0.07400000000000001,2.378,2.656,2.167,2.838,4.463,3.195,1.0490000000000002,2.374
33,22051,4.407,6.63,6.84,6.566,7.028,7.516,6.309,4.779,6.582000000000001,6.68,6.809,6.7829999999999995,6.771,4.936,3.286,4.813,3.95,3.247,3.2969999999999997,3.718,1.484,0.8220000000000001,1.786,1.18,1.396,1.4369999999999998,1.67,0.82,0.221,0.9540000000000001,1.13,1.3769999999999998,1.3259999999999998,1.905,0.762,0.364,0.986,1.13,1.472,1.4580000000000002,1.8630000000000002,1.101,0.043,1.5319999999999998,1.508,1.87,1.973,2.603,0.772,0.316,2.7060000000000004,2.653,2.001,3.082,1.8430000000000002,0.971,2.397,2.537,1.8630000000000002,3.3310000000000004,3.995,2.918,2.081,2.452
34,22033,6.303,7.566,7.72,7.318,8.203,9.008,7.882000000000001,6.4670000000000005,7.691,7.632999999999999,8.075,8.095,8.369,6.372000000000001,4.93,6.593999999999999,5.348,4.534,4.723,5.215,2.394,1.2570000000000001,2.9610000000000003,1.308,1.995,1.868,2.335,1.375,0.426,1.413,1.439,1.952,2.049,2.73,1.227,0.528,1.8730000000000002,1.828,1.9680000000000002,2.3169999999999997,2.873,2.049,0.047,2.0540000000000003,2.271,2.6519999999999997,2.8569999999999998,3.6660000000000004,1.79,0.322,3.352,3.42,2.574,3.878,2.687,1.3090000000000002,3.458,2.984,2.978,4.546,5.9639999999999995,4.114,2.625,3.4939999999999998
35,06029,3.219,5.9079999999999995,6.146,6.02,6.268,6.648,4.776,3.1180000000000003,5.482,5.773,5.579,6.013,6.122999999999999,3.56,2.487,5.025,4.629,3.8510000000000004,2.955,2.964,0.888,0.306,1.5190000000000001,1.652,1.891,1.9680000000000002,2.544,0.662,0.079,1.426,1.5,1.5959999999999999,1.659,2.161,0.63,0.049,0.584,1.127,0.444,0.5770000000000001,1.841,0.541,0.043,1.0759999999999998,1.462,1.891,2.044,2.316,0.773,0.294,1.661,1.67,1.757,2.12,0.742,0.067,1.2590000000000001,1.544,1.649,2.377,3.196,1.739,1.204,1.723
36,06037,3.9960000000000004,6.502000000000001,6.591,6.595,7.007999999999999,7.351,6.024,4.202,6.14,6.178,6.422000000000001,5.775,5.67,3.175,1.972,3.872,2.909,2.783,1.696,2.12,0.43200000000000005,0.06,0.528,0.46,0.618,0.494,1.023,0.09699999999999999,0.038,0.231,0.314,0.341,0.39,0.769,0.114,0.031,0.046,0.048,0.065,0.034,0.428,0.10099999999999999,0.027000000000000003,0.145,0.215,0.298,0.43700000000000006,0.89,0.085,0.045,0.131,0.10800000000000001,0.09,0.218,0.052000000000000005,0.032,0.08199999999999999,0.08900000000000001,0.22,0.384,1.114,0.326,0.079,0.10300000000000001
37,06073,4.555,7.409,7.627000000000001,7.675,8.11,8.71,7.017,5.102,7.209,7.132999999999999,7.47,6.6979999999999995,6.8260000000000005,4.066,2.597,5.127999999999999,3.8480000000000003,2.616,2.053,2.215,0.795,0.38799999999999996,0.774,0.7759999999999999,0.841,0.647,1.3,0.369,0.07200000000000001,0.537,0.523,0.626,0.7,1.1320000000000001,0.217,0.038,0.061,0.066,0.134,0.099,0.08900000000000001,0.435,0.028999999999999998,0.33799999999999997,0.494,0.58,0.7509999999999999,1.25,0.262,0.054000000000000006,0.38,0.40700000000000003,0.386,0.625,0.092,0.039,0.324,0.312,0.51,0.9490000000000001,1.9780000000000002,0.917,0.5920000000000001,0.49700000000000005
38,36061,0.462,1.896,1.8430000000000002,2.023,2.046,1.966,1.016,0.606,1.953,1.713,1.855,1.614,1.403,0.33,0.07,0.302,0.08800000000000001,0.08199999999999999,0.051,0.057,0.025,0.019,0.019,0.022000000000000002,0.02,0.022000000000000002,0.023,0.017,0.016,0.02,0.019,0.019,0.021,0.019,0.018000000000000002,0.017,0.019,0.02,0.018000000000000002,0.017,0.018000000000000002,0.017,0.015,0.015,0.018000000000000002,0.019,0.019,0.019,0.015,0.016,0.024,0.026000000000000002,0.027000000000000003,0.025,0.024,0.017,0.024,0.031,0.025,0.023,0.03,0.034,0.024,0.024
39,06071,4.508,7.678,7.657,7.8020000000000005,8.294,8.724,6.566,4.842,7.421,7.312,7.6129999999999995,6.916,7.145,4.342,2.7319999999999998,5.915,4.801,4.292,3.2260000000000004,3.66,1.064,0.36,1.682,1.796,1.966,1.818,2.642,0.65,0.062,1.4040000000000001,1.656,1.7209999999999999,1.7690000000000001,2.271,0.591,0.047,0.262,0.6579999999999999,0.391,0.213,1.219,0.48,0.034,0.7290000000000001,1.099,1.551,1.8259999999999998,2.1919999999999997,0.581,0.145,1.304,1.3980000000000001,1.357,1.537,0.466,0.05,1.261,1.2919999999999998,1.567,2.026,3.072,1.538,0.88,1.508
40,06067,3.773,6.907,7.075,7.042000000000001,7.367000000000001,7.872000000000001,5.212000000000001,3.873,6.542000000000001,7.246,7.05,6.987,7.12,3.255,1.808,4.999,3.9219999999999997,3.352,2.787,2.1430000000000002,0.47600000000000003,0.195,1.135,0.63,1.026,1.093,1.713,0.063,0.046,0.608,0.882,1.046,1.19,1.755,0.051,0.027000000000000003,0.47200000000000003,0.857,0.813,0.534,1.58,0.44799999999999995,0.039,0.715,0.968,1.068,1.178,1.776,0.604,0.136,0.55,0.7390000000000001,0.49200000000000005,0.774,0.10099999999999999,0.04,0.276,0.41,0.597,0.9229999999999999,2.092,1.12,0.612,0.5760000000000001
41,25025,2.79,3.787,3.781,3.73,3.804,3.8510000000000004,3.137,3.068,3.512,3.572,3.3789999999999996,3.301,3.208,2.133,0.7829999999999999,1.9380000000000002,0.44,0.5820000000000001,0.07400000000000001,0.765,0.044000000000000004,0.027999999999999997,0.039,0.033,0.027000000000000003,0.033,0.040999999999999995,0.027999999999999997,0.02,0.025,0.028999999999999998,0.028999999999999998,0.027000000000000003,0.024,0.027000000000000003,0.022000000000000002,0.027999999999999997,0.028999999999999998,0.023,0.021,0.027000000000000003,0.025,0.021,0.02,0.028999999999999998,0.026000000000000002,0.027999999999999997,0.028999999999999998,0.02,0.023,0.027999999999999997,0.03,0.040999999999999995,0.032,0.034,0.02,0.023,0.035,0.042,0.032,0.046,0.055999999999999994,0.047,0.033
42,22017,8.591000000000001,10.42,10.603,9.677999999999999,11.033,12.25,10.585999999999999,9.588,10.196,11.109000000000002,10.644,11.815999999999999,10.860999999999999,7.917999999999999,5.877000000000001,8.846,7.414,6.854,6.725,7.438,4.704,1.482,4.912,4.04,4.838,4.876,5.71,1.099,0.8320000000000001,2.983,3.161,4.39,3.8310000000000004,4.55,0.396,0.564,3.45,4.043,4.8069999999999995,4.328,4.441,2.272,0.06,3.978,4.542,5.18,5.341,5.68,3.5660000000000003,0.077,5.84,4.027,6.359,6.454,3.948,2.221,5.478,4.508,5.638,7.0729999999999995,8.698,6.481,4.805,6.92
43,24510,2.303,2.502,2.526,2.681,2.758,2.51,1.805,2.194,2.533,2.51,2.68,2.694,2.83,1.419,0.406,1.044,0.6409999999999999,0.452,0.424,0.631,0.055999999999999994,0.035,0.044000000000000004,0.049,0.035,0.055,0.064,0.031,0.027999999999999997,0.059000000000000004,0.028999999999999998,0.033,0.05,0.061,0.034,0.028999999999999998,0.039,0.038,0.036000000000000004,0.037000000000000005,0.037000000000000005,0.033,0.026000000000000002,0.026000000000000002,0.034,0.035,0.040999999999999995,0.049,0.032,0.027000000000000003,0.055999999999999994,0.085,0.063,0.077,0.059000000000000004,0.025,0.047,0.055,0.121,0.052000000000000005,0.45899999999999996,0.37799999999999995,0.042,0.05
44,25023,5.182,9.293,9.69,8.98,10.097000000000001,10.638,7.568,5.485,8.794,9.296,9.096,8.835,7.615,5.084,3.156,4.7780000000000005,3.142,3.46,2.267,3.9019999999999997,1.599,0.48700000000000004,1.43,0.828,0.562,1.3230000000000002,2.115,0.8270000000000001,0.036000000000000004,0.094,0.7509999999999999,0.446,0.52,0.183,0.522,0.066,1.024,1.194,0.38799999999999996,0.083,1.515,1.2109999999999999,0.051,0.04,1.4169999999999998,0.758,0.877,1.798,0.044000000000000004,0.304,1.284,1.594,2.266,0.7509999999999999,1.9280000000000002,0.049,0.284,1.757,2.456,1.895,2.256,2.678,2.351,1.8419999999999999
45,34007,3.966,6.617000000000001,6.688,6.676,6.919,6.93,5.091,3.9160000000000004,6.352,6.438,6.553,6.2829999999999995,5.976,3.6430000000000002,2.147,4.079,2.2319999999999998,1.9140000000000001,1.681,2.544,0.364,0.039,0.043,0.22,0.055,0.493,0.5670000000000001,0.034,0.036000000000000004,0.066,0.057999999999999996,0.16699999999999998,0.258,0.415,0.063,0.047,0.313,0.24,0.264,0.11900000000000001,0.196,0.138,0.035,0.037000000000000005,0.287,0.304,0.266,0.642,0.054000000000000006,0.046,0.34600000000000003,0.7959999999999999,0.643,0.45799999999999996,0.643,0.033,0.35200000000000004,1.171,0.9179999999999999,0.361,1.3530000000000002,1.349,0.504,0.605
46,06065,4.918,8.182,8.497,8.406,9.046,9.524,7.481,5.271,7.975,7.5920000000000005,8.094,7.103,7.48,4.564,3.032,6.322,5.247000000000001,4.251,3.315,3.78,1.307,0.42,1.771,1.875,2.013,1.985,2.722,0.611,0.079,1.515,1.6219999999999999,1.619,1.761,2.207,0.599,0.040999999999999995,0.23600000000000002,0.381,0.47600000000000003,0.175,1.112,0.53,0.031,0.907,1.156,1.44,1.784,2.3569999999999998,0.61,0.126,1.296,1.527,1.5190000000000001,1.6580000000000001,0.49,0.049,1.2590000000000001,1.35,1.541,1.9809999999999999,3.174,1.5090000000000001,0.867,1.368
47,26049,5.345,9.1,8.984,9.267999999999999,9.408,10.444,8.079,5.745,8.753,9.156,9.302,8.942,8.634,4.955,3.159,6.295,5.382999999999999,4.445,4.7780000000000005,4.5280000000000005,0.9129999999999999,0.11199999999999999,2.6630000000000003,0.055,0.36200000000000004,0.07200000000000001,0.401,0.038,0.04,0.052000000000000005,0.055,0.068,0.304,0.585,0.049,0.046,0.11900000000000001,0.06,0.42,0.057,0.091,0.085,0.037000000000000005,0.047,0.059000000000000004,0.063,0.07200000000000001,0.075,0.1,0.05,0.16399999999999998,0.324,0.359,1.245,0.494,0.20199999999999999,1.7890000000000001,2.346,0.919,1.524,3.866,2.8360000000000003,2.13,2.448
48,26125,5.1160000000000005,8.558,8.79,8.895,9.191,9.597999999999999,7.507000000000001,5.281000000000001,8.382,8.587,8.591000000000001,8.212,7.3389999999999995,4.12,2.082,4.6819999999999995,3.034,2.2319999999999998,2.115,2.573,0.18,0.053,0.6559999999999999,0.037000000000000005,0.057,0.04,0.053,0.03,0.034,0.035,0.037000000000000005,0.039,0.067,0.08900000000000001,0.04,0.039,0.042,0.038,0.062,0.035,0.044000000000000004,0.05,0.031,0.033,0.037000000000000005,0.035,0.039,0.038,0.053,0.038,0.047,0.053,0.053,0.409,0.174,0.063,0.35600000000000004,0.5329999999999999,0.096,0.086,1.97,1.381,1.05,0.314
49,27053,4.254,6.425,6.64,6.702999999999999,7.17,7.406000000000001,5.726,4.252,6.356,6.755,7.03,6.495,6.612,3.4819999999999998,1.859,3.9739999999999998,2.5580000000000003,1.381,0.6679999999999999,1.474,0.055,0.042,0.371,0.138,0.159,0.568,0.6829999999999999,0.027999999999999997,0.027999999999999997,0.057999999999999996,0.078,0.062,0.066,0.047,0.05,0.04,0.047,0.1,0.049,0.040999999999999995,0.24100000000000002,0.076,0.023,0.036000000000000004,0.038,0.046,0.057,0.295,0.11699999999999999,0.039,0.435,1.122,0.846,1.45,0.514,0.07,0.579,0.081,0.526,1.804,2.635,2.04,1.025,0.5589999999999999
50,26099,4.73,8.35,8.504,8.734,8.956,9.436,7.37,5.153,8.3,8.594,8.589,8.137,7.566,4.337,2.336,5.449,4.428999999999999,3.4410000000000003,3.175,3.6069999999999998,0.312,0.052000000000000005,1.506,0.038,0.066,0.042,0.054000000000000006,0.028999999999999998,0.033,0.036000000000000004,0.038,0.044000000000000004,0.11900000000000001,0.21899999999999997,0.04,0.035,0.043,0.037000000000000005,0.135,0.037000000000000005,0.048,0.053,0.028999999999999998,0.033,0.039,0.039,0.046,0.045,0.054000000000000006,0.035,0.055,0.077,0.06,0.628,0.201,0.05,0.736,0.946,0.267,0.6659999999999999,2.585,1.545,1.364,0.662
51,29510,9.542,4.527,4.246,4.643,5.845,6.445,6.796,7.609,4.863,5.577000000000001,5.58,5.468999999999999,6.542000000000001,3.85,4.1419999999999995,4.085,2.877,1.82,1.636,1.893,0.141,0.046,0.10099999999999999,0.054000000000000006,0.10099999999999999,0.24600000000000002,0.184,0.055999999999999994,0.049,0.071,0.08199999999999999,0.191,0.381,0.214,0.044000000000000004,0.036000000000000004,0.065,0.053,0.07200000000000001,0.06,0.455,0.062,0.03,0.052000000000000005,0.10400000000000001,0.228,0.168,0.243,0.061,0.045,0.461,0.589,0.507,0.9229999999999999,0.06,0.11199999999999999,0.37,0.774,0.397,1.9980000000000002,2.955,1.676,0.28,0.195
52,06085,4.088,7.084,7.105,7.142,7.51,7.276,5.236000000000001,3.873,5.975,6.322,6.062,5.582000000000001,5.525,2.745,1.28,3.615,0.253,0.561,0.212,0.976,0.042,0.040999999999999995,0.092,0.040999999999999995,0.065,0.055999999999999994,0.195,0.03,0.03,0.05,0.07,0.065,0.1,0.317,0.034,0.021,0.028999999999999998,0.046,0.037000000000000005,0.037000000000000005,0.336,0.049,0.025,0.051,0.042,0.052000000000000005,0.057,0.295,0.052000000000000005,0.042,0.033,0.034,0.032,0.039,0.032,0.027000000000000003,0.032,0.032,0.039,0.038,0.228,0.057,0.052000000000000005,0.037000000000000005
53,06081,4.522,6.775,6.6370000000000005,6.447,6.836,7.065,5.602,4.103,5.787000000000001,6.322,5.944,5.609,5.882999999999999,2.8989999999999996,1.7080000000000002,3.9139999999999997,0.64,0.855,0.503,1.611,0.366,0.157,0.23,0.069,0.35600000000000004,0.305,0.43799999999999994,0.04,0.027999999999999997,0.109,0.122,0.18899999999999997,0.258,0.419,0.032,0.025,0.032,0.177,0.047,0.063,0.593,0.054000000000000006,0.026000000000000002,0.204,0.13699999999999998,0.087,0.057999999999999996,0.39899999999999997,0.068,0.055,0.040999999999999995,0.038,0.037000000000000005,0.052000000000000005,0.038,0.027000000000000003,0.043,0.042,0.055,0.055999999999999994,0.36200000000000004,0.084,0.08,0.068
54,42003,3.7889999999999997,5.5729999999999995,5.435,5.575,5.934,6.471,5.285,4.019,5.667000000000001,5.5520000000000005,5.8,5.846,5.629,3.4730000000000003,1.8119999999999998,3.4610000000000003,1.921,1.123,1.4280000000000002,1.5130000000000001,0.052000000000000005,0.064,0.054000000000000006,0.043,0.065,0.25,0.225,0.036000000000000004,0.051,0.045,0.047,0.055999999999999994,0.105,0.364,0.079,0.040999999999999995,0.084,0.048,0.096,0.047,0.08199999999999999,0.136,0.033,0.037000000000000005,0.054000000000000006,0.064,0.055999999999999994,0.099,0.065,0.04,0.17800000000000002,0.546,0.498,0.76,0.6409999999999999,0.031,0.642,0.451,0.6859999999999999,0.86,1.6780000000000002,1.619,0.642,0.708
55,42101,1.44,2.292,2.0140000000000002,2.29,2.416,2.5989999999999998,2.036,1.666,2.137,1.949,2.1719999999999997,2.116,2.025,1.1159999999999999,0.442,0.6920000000000001,0.099,0.07,0.046,0.161,0.031,0.024,0.019,0.023,0.021,0.027000000000000003,0.032,0.02,0.019,0.024,0.021,0.024,0.026000000000000002,0.027999999999999997,0.022000000000000002,0.02,0.023,0.025,0.024,0.021,0.022000000000000002,0.021,0.018000000000000002,0.018000000000000002,0.024,0.022000000000000002,0.023,0.024,0.019,0.02,0.024,0.03,0.03,0.027000000000000003,0.032,0.018000000000000002,0.024,0.035,0.03,0.027000000000000003,0.053,0.075,0.027000000000000003,0.027999999999999997
56,42095,4.785,7.3020000000000005,7.348,7.431,7.781000000000001,8.469,6.706,5.006,7.146,7.598,7.216,7.1739999999999995,6.9510000000000005,4.585,2.7260000000000004,5.254,3.645,3.062,2.875,3.2510000000000003,0.484,0.113,0.166,0.6920000000000001,0.777,0.306,0.722,0.033,0.033,0.152,0.064,0.281,0.23399999999999999,0.209,0.062,0.051,0.33399999999999996,0.418,0.23800000000000002,0.069,0.326,0.11199999999999999,0.036000000000000004,0.039,0.2,0.413,0.391,0.615,0.051,0.049,0.59,1.166,1.3119999999999998,0.792,0.904,0.035,1.018,1.91,1.16,0.863,2.1319999999999997,1.986,1.114,1.2409999999999999
57,39049,4.1080000000000005,6.093,6.249,6.515,6.903,7.2860000000000005,5.505,4.042,6.228,6.353,6.487,6.322,6.257999999999999,2.952,1.778,3.863,2.745,1.876,1.815,2.028,0.08900000000000001,0.161,0.629,0.051,0.37799999999999995,0.35600000000000004,0.165,0.046,0.049,0.053,0.065,0.08,0.494,0.797,0.322,0.034,0.263,0.132,0.284,0.087,0.611,0.2,0.032,0.046,0.084,0.11199999999999999,0.361,0.21100000000000002,0.263,0.043,0.993,1.528,1.001,1.9769999999999999,0.858,0.037000000000000005,1.216,1.1420000000000001,0.778,1.5759999999999998,2.56,2.396,0.813,1.385
58,39095,4.199,6.319,6.415,6.489,6.916,7.321000000000001,6.084,4.5569999999999995,6.35,6.5,6.506,6.528,6.388999999999999,4.34,2.855,4.761,4.223,3.438,3.253,3.451,0.7859999999999999,0.20199999999999999,1.72,0.083,0.828,0.7709999999999999,0.733,0.045,0.048,0.188,0.321,0.418,1.3619999999999999,1.716,0.358,0.055,0.731,0.6779999999999999,0.96,0.5529999999999999,0.951,0.602,0.043,0.217,0.624,0.47600000000000003,1.237,0.348,0.6459999999999999,0.063,1.6280000000000001,1.895,2.146,2.362,0.8340000000000001,0.214,2.55,2.904,2.004,2.5839999999999996,4.0569999999999995,3.2910000000000004,2.44,2.622
59,08059,3.755,6.933,7.426,7.537999999999999,7.9239999999999995,8.357999999999999,6.321000000000001,4.069,7.111000000000001,7.513999999999999,7.645,7.257999999999999,6.546,3.9130000000000003,2.184,4.4639999999999995,3.02,2.635,0.073,0.9329999999999999,0.221,0.203,1.147,1.0959999999999999,0.8909999999999999,0.061,0.046,0.034,0.034,0.067,0.268,0.27699999999999997,0.04,0.063,0.067,0.042,0.252,0.32299999999999995,0.268,0.21100000000000002,0.732,0.382,0.022000000000000002,0.031,0.059000000000000004,0.22899999999999998,0.027999999999999997,0.518,0.057,0.040999999999999995,0.63,0.579,0.747,0.79,0.44,0.055999999999999994,0.9670000000000001,0.9079999999999999,1.078,1.261,2.412,0.898,1.1740000000000002,1.38
60,08005,3.555,6.2,6.676,6.857,7.0520000000000005,7.6160000000000005,6.494,4.2860000000000005,6.575,6.752000000000001,6.933,6.629,6.142,3.738,1.955,4.121,2.526,2.424,0.054000000000000006,0.76,0.055999999999999994,0.183,0.961,0.7190000000000001,0.532,0.066,0.043,0.035,0.034,0.047,0.163,0.121,0.036000000000000004,0.049,0.062,0.042,0.075,0.153,0.07200000000000001,0.059000000000000004,0.499,0.27699999999999997,0.022000000000000002,0.027999999999999997,0.043,0.063,0.027000000000000003,0.379,0.078,0.042,0.402,0.248,0.34600000000000003,0.36,0.242,0.046,0.45799999999999996,0.439,0.535,0.8390000000000001,1.765,0.7290000000000001,0.797,0.512
61,08031,5.237,4.412,4.146,4.692,4.602,5.165,3.842,3.66,8.867,5.122999999999999,4.9239999999999995,5.191,5.144,3.167,2.5,2.736,1.2109999999999999,1.1520000000000001,0.05,0.083,0.048,0.087,0.13699999999999998,0.142,0.067,0.035,0.038,0.034,0.031,0.04,0.054000000000000006,0.061,0.036000000000000004,0.047,0.057999999999999996,0.036000000000000004,0.042,0.046,0.040999999999999995,0.034,0.052000000000000005,0.046,0.02,0.024,0.03,0.027999999999999997,0.023,0.04,0.031,0.027000000000000003,0.07400000000000001,0.11800000000000001,0.11599999999999999,0.102,0.054000000000000006,0.038,0.115,0.106,0.10300000000000001,0.885,1.7109999999999999,0.35100000000000003,0.35100000000000003,0.081
62,08123,4.825,9.38,10.337,10.333,11.106,12.818,10.023,5.587999999999999,10.079,10.404000000000002,10.376,11.118,10.236,5.122999999999999,3.005,7.105,5.537999999999999,5.249,1.881,3.345,1.4680000000000002,0.62,3.6010000000000004,3.487,3.8139999999999996,0.946,0.907,0.057,0.051,1.01,1.609,1.547,0.626,1.6230000000000002,0.534,0.09,1.514,1.804,1.9369999999999998,1.589,3.1630000000000003,0.922,0.027000000000000003,0.222,1.1740000000000002,1.643,0.045,2.458,0.5479999999999999,0.094,3.4019999999999997,3.613,3.863,3.6889999999999996,2.003,0.542,3.9730000000000003,3.995,3.8989999999999996,4.3469999999999995,6.223,3.182,2.588,3.875
63,37119,6.5,8.065,7.827999999999999,8.162,8.414,8.972000000000001,7.928,6.1739999999999995,7.853,8.056000000000001,8.208,8.038,8.017999999999999,5.7,3.575,5.622000000000001,4.6339999999999995,3.782,3.858,4.743,2.525,0.669,1.651,1.975,3.072,0.3,1.038,0.526,0.11800000000000001,0.513,0.29600000000000004,0.43700000000000006,0.96,1.5859999999999999,0.804,0.08900000000000001,0.57,0.672,0.818,0.9540000000000001,1.6,0.992,0.034,0.5379999999999999,1.175,1.068,1.5,2.424,1.285,0.067,1.962,2.395,1.15,2.9939999999999998,1.3319999999999999,0.608,2.004,2.3480000000000003,2.021,2.458,4.056,3.258,1.705,2.149
64,36067,2.66,4.992,4.806,4.981,5.282,5.542000000000001,4.281000000000001,2.966,5.02,5.027,5.122000000000001,5.358,5.486000000000001,3.233,1.578,4.437,2.294,1.985,1.72,1.815,0.057,0.044000000000000004,0.040999999999999995,0.049,0.078,0.198,0.264,0.036000000000000004,0.035,0.040999999999999995,0.061,0.086,0.08800000000000001,0.079,0.057999999999999996,0.038,0.09,0.157,0.06,0.048,0.045,0.048,0.034,0.044000000000000004,0.066,0.068,0.054000000000000006,0.13699999999999998,0.046,0.034,0.125,0.22899999999999998,0.6459999999999999,0.8390000000000001,0.616,0.036000000000000004,0.161,1.0390000000000001,0.48200000000000004,0.47700000000000004,1.431,1.454,0.998,0.15
65,37183,6.561,9.243,8.779,9.064,9.262,10.251,8.226,6.329,9.246,9.138,9.137,9.003,8.445,5.728,3.034,5.477,4.574,3.537,3.7289999999999996,4.405,1.536,0.636,1.3219999999999998,1.598,2.021,1.624,1.9980000000000002,0.387,0.096,0.643,0.374,0.516,0.95,1.534,0.677,0.07200000000000001,0.653,0.848,0.789,0.897,1.501,0.9670000000000001,0.043,0.17,0.946,0.5660000000000001,1.27,2.195,0.81,0.081,2.031,2.572,1.499,2.964,1.507,0.391,1.922,2.464,2.532,1.249,3.7239999999999998,2.963,1.666,1.999
66,42077,3.638,6.359,6.063,6.35,6.622999999999999,6.689,5.487,3.957,6.06,5.973,6.359,6.22,5.814,3.56,2.255,4.041,2.543,2.282,2.25,3.045,0.126,0.055,0.066,0.47,0.157,0.14800000000000002,0.586,0.03,0.028999999999999998,0.07,0.06,0.08,0.193,0.212,0.05,0.04,0.271,0.177,0.26,0.061,0.094,0.065,0.034,0.04,0.213,0.21,0.124,0.382,0.05,0.042,0.29600000000000004,0.909,0.915,0.434,0.534,0.031,0.611,1.273,1.112,0.5479999999999999,1.626,1.473,1.046,0.985
67,09001,4.015,6.047999999999999,5.91,5.922999999999999,6.3870000000000005,6.422000000000001,5.362,3.701,5.858,5.837000000000001,5.505,5.345,4.623,3.4410000000000003,1.972,3.2260000000000004,1.953,1.9369999999999998,1.699,2.5580000000000003,0.841,0.29,0.05,0.376,0.085,0.568,0.8420000000000001,0.053,0.032,0.075,0.092,0.251,0.17600000000000002,0.10099999999999999,0.358,0.047,0.29600000000000004,0.34600000000000003,0.084,0.051,0.406,0.247,0.042,0.033,0.36700000000000005,0.304,0.322,0.6970000000000001,0.048,0.08,0.20199999999999999,0.682,0.581,0.442,1.3619999999999999,0.037000000000000005,0.345,1.275,0.885,0.243,1.379,1.7730000000000001,1.396,0.79
68,09003,3.5639999999999996,6.02,6.218999999999999,6.226,6.706,6.979,5.14,3.634,6.127999999999999,6.162999999999999,6.079,6.0360000000000005,5.602,3.467,1.758,3.66,2.425,2.354,1.841,2.522,0.376,0.066,0.064,0.27699999999999997,0.22699999999999998,0.593,1.08,0.064,0.032,0.073,0.18600000000000003,0.34,0.23,0.23600000000000002,0.21600000000000003,0.045,0.38299999999999995,0.426,0.10400000000000001,0.055999999999999994,0.39799999999999996,0.105,0.039,0.033,0.466,0.452,0.342,0.764,0.04,0.057,0.177,1.07,1.0759999999999998,0.779,1.145,0.038,0.17600000000000002,1.177,1.109,0.632,1.569,1.8719999999999999,1.4140000000000001,0.857
69,10003,4.018,7.4270000000000005,7.456,7.218999999999999,7.814,7.9670000000000005,6.501,4.2860000000000005,6.831,7.107,7.0329999999999995,7.568,7.079,4.15,2.12,4.566,3.218,2.5639999999999996,2.178,3.2030000000000003,0.40299999999999997,0.06,0.708,0.248,0.05,0.43799999999999994,0.9259999999999999,0.035,0.035,0.248,0.057,0.182,0.349,0.48200000000000004,0.057999999999999996,0.042,0.217,0.203,0.21899999999999997,0.055999999999999994,0.233,0.095,0.035,0.037000000000000005,0.214,0.23600000000000002,0.19699999999999998,0.735,0.049,0.045,0.35600000000000004,1.063,0.86,0.669,0.7859999999999999,0.034,0.506,1.256,1.008,0.545,1.8430000000000002,1.7269999999999999,0.285,0.706
